Category_item,Weight_kg,Volumetric_Weight_kg,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg_item,Material_ID,Material_Name,Category_material,Density_kg_m3,Tensile_Strength_MPa,Cost_per_kg,CO2_Emission_kg_material,Biodegradable,co2_impact_index,cost_efficiency_index,environmental_impact_score,material_suitability_score,sustainability_score,sustainability_rating,Item_Volume_m3
Furniture,14.41,35.03,6,False,Road,2564,Wood Crate,15.21,44.908,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.89,32.79,29.96,11.5,1.313351091009643,C,0.175175
Electronics,0.18,0.0,5,True,Air,2263,Honeycomb Paper,1.07,1.018,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,82.5,1.6,8.24,18.57,0.2330096804599902,E,0.0
Clothing,0.28,0.1,1,False,Air,2109,Kraft Paper Mailer,0.31,1.476,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,76.59,1.23,12.56,78.9,0.1175159142105163,E,0.000483
Furniture,10.16,38.35,6,False,Road,1423,Wood Crate,16.54,27.286,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,46.35,33.01,26.3,11.5,1.506159638549063,B,0.19175
Electronics,0.11,0.0,6,True,Air,1275,Honeycomb Paper,1.24,0.351,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,92.13,0.76,3.71,15.9,0.245822036166567,E,0.0
Electronics,21.68,7.88,9,True,Road,326,Mushroom Pkg (Mycelium),10.47,3.534,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,67.0,82.33,11.94,3.72,8.274371166300574,A,0.03942
Clothing,1.49,4.18,4,True,Air,2035,Kraft Paper Mailer,2.47,21.266,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,25.63,13.64,39.9,31.48,0.4102255536284323,D,0.020898
Furniture,45.69,281.59,5,False,Road,1041,Wood Crate,113.64,146.568,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,20.49,29.33,38.98,13.44,0.9029245535422126,C,1.40794
Furniture,14.93,29.37,6,False,Road,2413,Wood Crate,12.95,35.435,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,42.14,32.28,28.37,11.5,1.36538592296842,C,0.146832
Home Decor,1.84,1.43,9,False,Air,1579,Mushroom Pkg (Mycelium),2.54,7.263,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,49.74,28.36,18.19,3.08,1.870917984006708,B,0.007168
Furniture,64.06,266.87,6,False,Road,1711,Wood Crate,107.95,228.307,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,13.66,35.24,42.33,11.5,0.9990077722889732,C,1.334368
Beauty,0.75,0.24,4,True,Air,835,PLA Bioplastic,1.1,1.566,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,67.88,12.6,18.28,39.92,0.827133433964254,D,0.001176
Furniture,19.74,5.22,10,False,Road,1827,Mushroom Pkg (Mycelium),9.9,18.032,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.46,88.13,17.56,2.79,6.02255090987751,A,0.026112
Electronics,0.33,0.0,7,True,Air,1475,Honeycomb Paper,1.53,1.217,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,79.3,3.42,9.75,13.9,0.4209230337514837,D,0.0
Electronics,20.31,7.84,10,True,Road,2585,Mushroom Pkg (Mycelium),10.12,26.251,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,46.51,88.71,19.35,3.37,5.501395064527385,A,0.0392
Beauty,0.3,0.04,10,True,Air,1336,Mushroom Pkg (Mycelium),2.12,1.002,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,83.59,5.62,5.94,3.37,1.1353533442166086,C,0.00018
Furniture,50.47,303.89,7,False,Road,604,Wood Crate,122.96,91.775,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,26.86,41.22,35.86,10.05,1.3793641556228622,C,1.51946
Beauty,0.34,0.04,10,True,Road,465,Mushroom Pkg (Mycelium),2.14,0.079,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,98.58,6.39,0.51,3.37,15.035264636736004,A,0.000225
Home Decor,1.95,1.44,10,False,Air,1126,Mushroom Pkg (Mycelium),2.78,5.489,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,55.14,30.56,16.23,2.79,2.259519269284086,B,0.0072
Electronics,21.54,6.9,9,True,Road,1715,Mushroom Pkg (Mycelium),10.42,18.471,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,50.94,82.19,17.75,3.72,5.556506729210888,A,0.0345
Furniture,11.77,39.31,4,False,Road,2378,Wood Crate,16.52,46.74,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.56,22.37,30.12,16.15,0.8912350301714796,C,0.19656
Clothing,1.12,4.24,4,True,Air,1205,Kraft Paper Mailer,2.5,12.773,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,36.68,13.67,33.97,31.48,0.4828966593200866,D,0.0212
Clothing,1.03,1.36,4,False,Air,2592,Kraft Paper Mailer,1.34,8.813,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,44.18,7.91,29.95,31.48,0.3169282031075724,E,0.006804
Electronics,0.14,0.0,6,True,Air,2224,Cornstarch Foam,1.26,0.778,368.0,Laminated Cornstarch Foam,Eco,42,0.57,2.67,1.488,Yes,84.41,1.79,4.65,0.09,0.4619353845300248,D,0.0
Beauty,0.89,0.23,5,True,Air,1424,PLA Bioplastic,1.36,3.168,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,58.79,15.26,23.45,33.25,0.7808954890876124,D,0.001152
Clothing,1.04,4.64,3,True,Air,2793,Kraft Paper Mailer,2.46,32.399,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,16.86,11.29,44.6,39.39,0.3037668093325827,E,0.02322
Home Decor,1.59,1.12,9,False,Road,184,Mushroom Pkg (Mycelium),2.44,0.146,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,94.98,25.44,1.82,3.08,16.77361715735321,A,0.005616
Electronics,0.36,0.0,8,True,Road,518,Mushroom Pkg (Mycelium),1.74,0.093,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,98.34,6.69,0.6,4.15,13.379977700037168,A,0.0
Electronics,0.18,0.0,5,True,Road,445,Honeycomb Paper,1.07,0.04,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,98.1,1.6,0.9,18.57,2.1333309629655965,B,1.6e-05
Clothing,1.24,3.86,2,True,Road,722,Kraft Paper Mailer,1.94,1.393,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,80.15,7.74,10.65,52.56,0.8721125941678315,C,0.01932
Clothing,0.25,0.19,1,False,Road,274,Kraft Paper Mailer,0.3,0.034,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.63,1.08,1.81,78.9,0.7160217038554122,D,0.00096
Home Decor,1.43,1.18,9,False,Air,2143,Mushroom Pkg (Mycelium),2.37,7.661,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,48.86,23.51,18.5,3.08,1.524972890542006,B,0.00588
Beauty,0.6,0.21,4,True,Air,2691,PLA Bioplastic,1.04,4.037,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,57.55,10.56,24.16,39.92,0.5245032895487048,D,0.001064
Clothing,0.19,0.1,1,False,Road,123,Kraft Paper Mailer,0.28,0.012,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,97.68,0.75,1.24,78.9,0.7258058662855916,D,0.000494
Furniture,13.91,33.38,6,False,Road,1348,Wood Crate,14.55,22.498,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,48.34,32.66,25.33,11.5,1.5472561568394725,B,0.166896
Furniture,16.94,6.05,9,False,Road,957,Mushroom Pkg (Mycelium),8.58,8.106,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,61.24,78.47,14.02,3.08,6.716404656461865,A,0.03024
Electronics,0.37,0.0,7,True,Road,375,Styrofoam (EPS),1.55,0.069,105.0,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,86.83,3.81,6.46,0.08,0.471826552348831,D,0.0
Clothing,0.98,1.36,4,False,Air,1654,Kraft Paper Mailer,1.34,5.624,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,52.55,7.91,25.46,31.48,0.3728200953330676,D,0.006804
Electronics,1.66,0.12,8,True,Road,781,Mushroom Pkg (Mycelium),2.26,0.648,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,90.14,25.49,3.57,4.15,8.568064826872595,A,0.0006
Furniture,77.07,316.74,7,False,Road,2943,Wood Crate,128.1,466.083,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,2.93,41.24,47.59,10.05,1.0398823063693567,C,1.583712
Furniture,13.42,5.94,9,False,Road,1512,Mushroom Pkg (Mycelium),7.17,10.146,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,59.51,74.35,14.65,3.08,6.090101973371879,A,0.0297
Electronics,1.51,0.12,7,True,Air,1325,Honeycomb Paper,2.0,5.002,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,54.14,13.66,21.61,13.9,0.7585376789200519,D,0.00062
Home Decor,2.88,1.22,10,False,Air,2008,Mushroom Pkg (Mycelium),3.15,14.458,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,35.06,40.04,23.5,2.79,2.0445956576767803,B,0.006075
Home Decor,1.94,1.16,9,False,Air,1997,Mushroom Pkg (Mycelium),2.58,9.685,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,43.82,29.46,20.33,3.08,1.7389079321737368,B,0.005824
Furniture,10.21,40.13,6,False,Road,2246,Wood Crate,17.25,45.066,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,39.23,33.12,29.79,11.5,1.3341389280248763,C,0.200655
Electronics,23.42,6.5,9,True,Road,2421,Mushroom Pkg (Mycelium),11.17,28.35,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,45.21,83.37,19.83,3.72,5.045082952845036,B,0.0325
Clothing,1.01,1.21,5,False,Air,2698,Kraft Paper Mailer,1.48,8.161,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,45.69,7.97,29.14,26.22,0.3282086366434922,E,0.006061
Beauty,0.33,0.04,9,True,Air,1170,Mushroom Pkg (Mycelium),1.93,0.965,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,83.96,6.17,5.8,3.72,1.276551504042844,C,0.0002
Electronics,0.3,0.0,9,True,Air,1493,Mushroom Pkg (Mycelium),1.92,1.12,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,82.27,5.58,6.42,3.72,1.042990491746029,C,0.0
Clothing,1.12,3.79,4,True,Air,2618,Kraft Paper Mailer,2.32,24.806,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,22.68,13.14,41.48,31.48,0.3801349956573048,D,0.018954
Electronics,0.31,0.0,7,True,Air,2184,Honeycomb Paper,1.52,1.693,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,75.24,3.19,11.66,13.9,0.3283018586362042,E,0.0
Clothing,1.44,3.84,3,True,Air,1069,Kraft Paper Mailer,2.14,10.262,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,40.42,10.71,31.96,39.39,0.4021276469922513,D,0.019188
Clothing,1.45,3.89,2,True,Air,2599,Kraft Paper Mailer,1.96,25.275,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,21.98,7.72,41.86,52.56,0.221309120370064,E,0.01944
Clothing,1.08,1.36,4,False,Road,302,Kraft Paper Mailer,1.34,0.205,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.42,7.91,6.75,31.48,1.4062220138930348,C,0.006804
Furniture,14.47,34.47,5,False,Road,2365,Wood Crate,14.79,40.761,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,40.25,27.54,29.29,13.44,1.1283031366233138,C,0.172368
Clothing,0.22,0.18,1,False,Road,783,Kraft Paper Mailer,0.29,0.086,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.37,0.92,1.95,78.9,0.5661535558186893,D,0.000924
Electronics,0.16,0.0,4,True,Road,88,Corrugated Cardboard,0.86,0.007,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,98.26,0.38,0.89,3.99,0.5123589748775562,D,2e-05
Electronics,19.78,6.6,9,True,Road,600,Mushroom Pkg (Mycelium),9.71,5.934,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,63.56,80.98,13.19,3.72,7.367398986550494,A,0.033012
Furniture,19.08,5.24,9,False,Road,1162,Mushroom Pkg (Mycelium),9.43,11.085,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,57.38,80.43,15.42,3.08,6.259143562960859,A,0.02619
Clothing,0.29,0.1,1,False,Air,1785,Kraft Paper Mailer,0.32,1.294,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,78.11,1.23,11.74,78.9,0.1257240097339003,E,0.0005
Electronics,0.19,0.0,5,True,Air,1640,Honeycomb Paper,1.08,0.779,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,85.19,1.7,6.98,18.57,0.2922635684436148,E,0.0
Electronics,0.33,0.02,8,True,Road,94,Mushroom Pkg (Mycelium),1.73,0.016,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,99.5,6.11,0.18,4.15,40.73310703829424,A,0.000105
Furniture,14.53,27.32,6,False,Road,225,Wood Crate,12.13,3.074,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,67.28,32.05,16.04,11.5,2.3977554614865677,B,0.13662
Home Decor,2.05,1.17,10,False,Air,2251,Mushroom Pkg (Mycelium),2.82,11.536,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,40.11,31.7,21.67,2.79,1.755422161724865,B,0.00585
Home Decor,1.76,1.21,10,False,Air,864,Cornstarch Foam,2.7,3.802,368.0,Laminated Cornstarch Foam,Eco,42,0.57,2.67,1.488,Yes,53.21,23.54,13.95,0.01,2.024946091401714,B,0.006048
Home Decor,1.46,1.54,9,False,Air,2972,Mushroom Pkg (Mycelium),2.42,11.442,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,40.48,24.83,21.54,3.08,1.3832868438585493,C,0.00768
Beauty,0.68,0.22,5,True,Road,533,PLA Bioplastic,1.27,0.181,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,86.35,12.36,7.77,33.25,1.908880063207199,B,0.00112
Furniture,57.9,262.84,5,False,Road,1230,Bubble Wrap (LDPE),106.14,161.647,34.0,Standard Bubble Wrap (LDPE),Plastic,890,9.68,2.13,2.807,No,9.38,36.03,90.62,4.18,0.3180754765164922,E,1.314222
Beauty,0.36,0.04,8,True,Road,416,Mushroom Pkg (Mycelium),1.74,0.075,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,98.58,6.69,0.51,4.15,15.74114560559685,A,0.0002
Electronics,1.96,0.24,8,True,Air,1659,Mushroom Pkg (Mycelium),2.38,8.129,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,47.41,28.66,19.03,4.15,1.8072516128611864,B,0.0012
Clothing,0.29,0.09,1,False,Air,2544,Kraft Paper Mailer,0.32,1.844,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,73.56,1.23,14.18,78.9,0.1040902606424357,E,0.00045
Furniture,76.11,304.73,7,False,Road,1681,Wood Crate,123.29,256.126,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,11.78,41.22,43.25,10.05,1.143676274134653,C,1.523631
Electronics,0.33,0.0,6,True,Road,172,Honeycomb Paper,1.33,0.028,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,96.81,3.36,1.5,15.9,2.687998208001195,B,0.0
Home Decor,2.92,1.25,9,False,Air,2099,Mushroom Pkg (Mycelium),2.97,15.323,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,33.8,38.73,23.95,3.08,1.9405427164700324,B,0.00624
Beauty,0.23,0.04,9,True,Air,1318,Mushroom Pkg (Mycelium),1.89,0.758,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,86.75,4.2,4.79,3.72,1.0521918471415768,C,0.0002
Furniture,11.06,30.69,6,False,Road,106,Wood Crate,13.48,1.627,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,72.82,32.4,13.32,11.5,2.9189186997808783,B,0.15345
Electronics,19.43,7.91,9,True,Road,2866,Mushroom Pkg (Mycelium),9.57,27.843,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,45.8,80.71,19.61,3.72,4.938908468184168,B,0.03953
Clothing,1.41,3.56,3,True,Air,1943,Kraft Paper Mailer,2.02,17.293,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,30.06,10.5,37.52,39.39,0.335820886571938,E,0.017802
Electronics,2.34,0.13,9,True,Air,2807,Mushroom Pkg (Mycelium),2.74,16.421,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,32.45,33.55,24.44,3.72,1.647299441599859,B,0.00064
Beauty,0.61,0.21,5,True,Air,1494,PLA Bioplastic,1.24,2.278,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,65.37,11.3,19.71,33.25,0.6879756119748548,D,0.001064
Electronics,17.64,8.45,10,True,Road,649,Mushroom Pkg (Mycelium),9.06,5.724,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,64.48,86.04,12.85,3.37,8.03486318794839,A,0.04224
Home Decor,1.18,1.38,9,False,Road,590,Mushroom Pkg (Mycelium),2.35,0.407,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,93.04,22.86,2.52,3.08,10.885709965988106,A,0.006912
Clothing,1.84,3.37,2,True,Air,1271,Kraft Paper Mailer,1.75,10.708,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,38.88,7.47,32.79,52.56,0.273376020940042,E,0.016848
Furniture,13.37,31.29,4,False,Road,2812,Wood Crate,13.32,43.994,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,39.28,22.08,29.77,16.15,0.8900234837076424,C,0.156465
Beauty,0.72,0.23,5,True,Air,2379,PLA Bioplastic,1.29,4.282,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,55.8,12.91,25.16,33.25,0.615739244207502,D,0.001152
Beauty,0.23,0.03,10,True,Road,564,Mushroom Pkg (Mycelium),2.09,0.065,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,99.05,4.22,0.34,3.37,14.89407384095929,A,0.000144
Electronics,1.82,0.24,9,True,Air,1688,Mushroom Pkg (Mycelium),2.53,7.68,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,48.62,28.16,18.59,3.72,1.8177513815088011,B,0.001176
Furniture,15.71,5.28,10,False,Road,1008,Mushroom Pkg (Mycelium),8.28,7.918,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,61.78,83.83,13.83,2.79,7.273752185556603,A,0.02639
Beauty,0.29,0.04,10,True,Air,1525,Mushroom Pkg (Mycelium),2.12,1.106,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,82.44,5.41,6.35,3.37,1.022362043722513,C,0.00018
Clothing,1.03,1.15,3,False,Road,274,Kraft Paper Mailer,1.06,0.158,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,88.1,6.2,6.38,39.39,1.1661440178457652,C,0.005742
Furniture,13.98,34.2,6,False,Road,1955,Wood Crate,14.88,33.431,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,43.05,32.72,27.92,11.5,1.4063036745593238,C,0.171
Beauty,0.36,0.04,8,True,Air,1164,Mushroom Pkg (Mycelium),1.74,1.048,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,82.94,6.69,6.17,4.15,1.3011343109993014,C,0.0002
Electronics,0.15,0.0,4,True,Road,748,Corrugated Cardboard,0.86,0.056,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,97.73,0.32,1.17,3.99,0.3282048476881644,E,0.0
Electronics,2.33,0.22,8,True,Air,2655,Mushroom Pkg (Mycelium),2.53,15.465,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,33.75,32.13,23.97,4.15,1.6085105711927172,B,0.001102
Clothing,1.41,3.35,3,True,Road,292,Kraft Paper Mailer,1.94,0.489,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,83.66,10.28,8.77,39.39,1.4066132945708902,C,0.016758
Electronics,1.52,0.22,9,True,Air,1362,Mushroom Pkg (Mycelium),2.41,5.176,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,56.53,24.6,15.73,3.72,1.8766686664546304,B,0.00108
Electronics,22.77,7.76,9,True,Road,336,Mushroom Pkg (Mycelium),10.91,3.825,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,66.11,82.99,12.26,3.72,8.123000968760117,A,0.038776
Furniture,15.56,4.76,9,False,Road,2949,Mushroom Pkg (Mycelium),8.02,22.943,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,48.79,77.1,18.53,3.08,4.992984080249103,B,0.023808
Home Decor,2.66,1.22,10,False,Air,1474,Mushroom Pkg (Mycelium),3.06,9.802,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,43.3,38.04,20.52,2.79,2.224561295099352,B,0.00609
Home Decor,1.6,1.17,10,False,Air,1600,Mushroom Pkg (Mycelium),2.64,6.4,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,52.37,26.31,17.23,2.79,1.8323852679985333,B,0.00585
Beauty,0.38,0.04,8,True,Air,2293,Mushroom Pkg (Mycelium),1.75,2.178,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,72.78,7.06,9.85,4.15,0.8601014355226968,C,0.00018
Electronics,0.17,0.0,4,True,Air,1318,Corrugated Cardboard,0.87,0.56,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,87.72,0.44,6.31,3.99,0.0836766903840427,E,1.6e-05
Electronics,2.18,0.24,7,True,Road,318,Honeycomb Paper,2.27,0.347,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,83.41,17.56,7.82,13.9,2.69462881142854,B,0.001176
Electronics,0.39,0.0,9,True,Air,2149,Mushroom Pkg (Mycelium),1.96,2.095,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,73.38,7.29,9.63,3.72,0.908411120621898,C,0.0
Electronics,0.14,0.0,6,True,Road,563,Honeycomb Paper,1.26,0.039,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,98.53,1.13,0.69,15.9,1.9652145431673285,B,0.0
Electronics,18.7,7.49,10,True,Road,220,Mushroom Pkg (Mycelium),9.48,2.057,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,71.3,87.18,10.38,3.37,10.078611745798485,A,0.03744
Home Decor,2.18,1.3,9,False,Air,1699,Mushroom Pkg (Mycelium),2.67,9.26,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,44.65,32.05,20.03,3.08,1.9201197244074024,B,0.00651
Furniture,13.37,32.57,6,False,Road,690,Wood Crate,14.23,11.237,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,56.79,32.58,21.18,11.5,1.845892264122178,B,0.162864
Clothing,1.17,3.89,3,True,Air,2219,Kraft Paper Mailer,2.16,21.58,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,25.65,10.75,39.89,39.39,0.3233893125247101,E,0.01944
Clothing,1.08,1.21,5,False,Air,1109,Kraft Paper Mailer,1.48,3.355,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,60.46,7.97,21.21,26.22,0.4509193563922981,D,0.006061
Furniture,52.39,291.6,5,False,Road,1955,Wood Crate,117.64,285.039,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,10.58,29.34,43.84,13.44,0.8031021714620855,D,1.458
Furniture,71.17,296.76,6,False,Road,2267,Wood Crate,119.9,336.377,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,7.86,35.29,45.17,11.5,0.937524885155526,C,1.48379
Electronics,0.18,0.01,4,True,Air,2856,Corrugated Cardboard,0.87,1.285,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,79.33,0.5,10.62,3.99,0.0564971698213587,E,2.5e-05
Clothing,1.34,4.1,4,True,Air,2917,Kraft Paper Mailer,2.44,29.899,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,18.42,13.54,43.77,31.48,0.3712131512174285,D,0.020511
Electronics,0.19,0.0,6,True,Air,1768,Honeycomb Paper,1.28,0.84,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,84.45,1.73,7.33,15.9,0.2832196066548967,E,2e-05
Electronics,1.81,0.21,7,True,Air,2537,Honeycomb Paper,2.12,11.48,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,38.46,15.54,28.99,13.9,0.6432562730853303,D,0.001026
Beauty,0.34,0.05,10,True,Air,1583,Mushroom Pkg (Mycelium),2.14,1.346,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,79.86,6.39,7.29,3.37,1.0518517075649234,C,0.00025
Home Decor,1.3,1.34,10,False,Air,2647,Mushroom Pkg (Mycelium),2.54,8.867,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,45.91,22.82,19.57,2.79,1.3992845478137683,C,0.00672
Furniture,15.18,6.72,10,False,Road,1963,Mushroom Pkg (Mycelium),8.07,14.899,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,54.5,83.1,16.46,2.79,6.058322839713071,A,0.0336
